MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight
22286,12/5/2009,12/12/2009,Male,5,guangzhou,guangdong,CN,44,3/31/2014,50,101119,51665,42669,89115,3/25/2014,7,14.7755102,46,12,1.201031476,253332,69
23172,5/27/2011,5/27/2011,Male,4,ADACHI-KU,TOKYO-TO,JP,46,3/31/2014,45,101070,52963,39787,139898,3/24/2014,8,16.36363636,72,0,0.765013009,108694,7
23537,10/17/2011,11/2/2011,Male,6,dalian,liaoning,CN,38,3/31/2014,109,99959,39912,42311,122024,3/31/2014,1,6.657407407,89,4,0.877036239,109570,7
12880,12/15/2009,12/15/2009,Male,6,.,beijing,CN,44,3/31/2014,46,98105,39174,52936,80830,3/14/2014,18,15.6,64,0,1.32374168,105241,2
28325,7/22/2008,8/11/2008,Male,6,guangzhoushi,guangdong,CN,38,3/31/2014,77,100019,33898,57743,139876,3/15/2014,17,9.394736842,85,11,0.763144213,190868,44
857,10/1/2006,11/21/2006,Male,6,foshan,guangdong,CN,45,3/31/2014,60,93504,37442,40801,154736,3/27/2014,5,12.22033898,60,3,0.689844509,125963,36
14124,6/12/2012,6/12/2012,Male,6,FUJIEDA-SHI,SHIZUOKA-KEN,JP,57,3/31/2014,66,83257,33386,69207,151383,3/26/2014,6,10.04615385,67,1,0.705022823,111918,16
55273,4/3/2007,4/6/2007,Male,5,guangzhou,guangdong,CN,38,3/31/2014,77,93322,40464,53056,144030,3/28/2014,4,9.328947368,50,3,0.74088551,104047,6
26641,3/4/2006,3/4/2006,Male,6,shenyang,liaoning,CN,46,3/31/2014,77,99575,51690,46104,80208,3/16/2014,16,9.342105263,53,4,1.325833583,125917,30
62340,10/21/2010,11/24/2010,Male,6,shanshanxian,xinjiang,CN,47,3/31/2014,28,97678,29878,53430,77108,3/19/2014,13,26.03703704,160,0,1.378992322,104698,2
59295,5/8/2011,5/19/2011,Male,4,MONTREUJL,,FR,48,3/31/2014,34,100143,19661,36215,143761,12/10/2013,113,18.39393939,136,3,0.739229694,103589,3
20660,6/11/2007,6/11/2007,Male,5,guangzhou,guangdong,CN,48,3/31/2014,62,96769,35596,47825,141413,3/23/2014,9,11.16393443,71,0,0.751386294,130961,8
55480,4/30/2010,7/1/2010,Male,6,guangzhou,guangdong,CN,44,3/31/2014,53,100971,34624,59271,73717,2/27/2014,34,13.25,66,0,1.440717609,110170,3
59920,9/18/2011,9/18/2011,Male,6,guiyang,guizhou,CN,41,3/31/2014,37,95805,42810,47853,72741,3/28/2014,4,20.16666667,101,0,1.459011837,110980,6
1069,2/10/2007,5/11/2007,Male,5,guangzhoushi,guangdong,CN,37,3/31/2014,94,98556,60023,40236,126174,1/27/2014,65,7.11827957,43,0,0.839762709,107518,4
54078,6/21/2007,6/21/2007,Male,6,shenzhen,guangdong,CN,53,3/31/2014,48,101229,31580,65783,74411,3/22/2014,10,14.21276596,132,4,1.423607397,113717,19
40506,7/28/2010,8/24/2010,Male,6,guangzhou,guangdong,CN,40,3/31/2014,52,99625,51894,46911,73647,3/27/2014,5,13.68627451,67,0,1.430674841,108415,4
13936,5/11/2011,5/11/2011,Male,5,KASAI,HYOGO,JP,46,3/31/2014,52,94800,49124,64055,135689,3/31/2014,1,14.2745098,37,0,0.776371777,118323,9
35484,11/2/2005,11/2/2005,Male,5,,,CN,40,3/31/2014,59,83991,47635,29538,127314,2/28/2014,33,11.94827586,81,4,0.827179729,98386,8
35960,2/26/2008,3/29/2008,Male,5,wulumuqi,xinjiang,CN,48,3/31/2014,72,85509,37631,33139,149171,3/23/2014,9,9.915492958,42,2,0.705943112,103324,11
12353,5/19/2008,5/19/2008,Male,5,guangzhou,guangdong,CN,47,3/31/2014,47,102813,54943,38925,76753,3/19/2014,13,15.5,66,10,1.37078264,107098,11
20117,11/23/2004,8/19/2005,Male,6,shenzhenshi,guangdongsheng,CN,43,3/31/2014,107,71431,76142,18622,169750,3/23/2014,9,6.79245283,59,6,0.619739087,83578,22
26045,7/11/2011,7/31/2011,Male,6,shenyang,liaoning,CN,37,3/31/2014,96,94014,17453,19313,136246,3/9/2014,23,7.326315789,30,9,0.771855467,102555,13
28722,4/18/2012,5/16/2012,Male,5,,shanghai,CN,55,3/31/2014,132,89265,63903,45649,151273,3/27/2014,5,5.198473282,37,2,0.694012613,102474,5
5039,1/19/2011,1/19/2011,Male,6,guangzhoushi,guangdong,CN,46,3/31/2014,168,101692,55550,56052,130985,3/30/2014,2,4.341317365,22,5,0.800659159,135829,21
23074,12/5/2011,2/12/2012,Male,5,AKAIWA CITY,OKAYAMA,JP,35,3/31/2014,49,109318,71197,62204,125237,3/15/2014,17,14.79166667,46,0,0.837061811,125667,6
47095,12/2/2004,12/2/2004,Male,4,dongguan,guangdong,CN,,3/31/2014,12,123044,45211,21663,103960,11/17/2013,136,52.90909091,135,4,1.00799115,134703,9
9901,12/6/2006,1/11/2007,Male,4,zhongshan,guangdong,CN,46,3/31/2014,36,110218,67896,41913,109695,3/19/2014,13,20.22857143,69,7,0.954319431,179174,35
28035,4/23/2006,11/18/2007,Female,6,PASADAERA,CA,US,41,3/31/2014,21,84105,22610,24889,137610,1/15/2014,77,30.8,104,1,0.760666667,107759,3
48251,1/17/2009,11/23/2009,Male,5,NISHINOMIYA-CITY,HYOGO,JP,35,3/31/2014,60,80771,63520,44980,137654,3/8/2014,24,11.72881356,67,0,0.760252081,92496,6
20119,11/26/2004,3/11/2005,Male,6,guangzhoushi,guangdongsheng,CN,37,3/31/2014,84,97510,46317,49534,117382,2/28/2014,33,8.385542169,36,0,0.8915401,113250,11
62776,4/3/2006,4/3/2006,Male,6,guangzhou,guangdongsheng,CN,45,3/31/2014,59,96177,24776,69531,97219,3/25/2014,7,12.44827586,149,0,1.075326325,103737,0
9635,4/16/2006,4/17/2006,Male,6,guangzhou,guangdong,CN,36,3/31/2014,118,92002,42743,56410,139566,3/31/2014,1,6.213675214,35,4,0.746258043,125292,39
30360,8/20/2008,4/12/2010,Male,6,.,beijing,CN,36,3/31/2014,49,101011,58598,36946,78417,3/5/2014,27,14.64583333,77,0,1.327684941,107578,4
60904,8/28/2012,9/13/2012,Male,5,shanghai,shanghai,CN,54,3/31/2014,74,93930,11024,33906,113789,3/28/2014,4,7.698630137,38,0,0.91433425,107945,1
15271,12/10/2011,12/10/2011,Male,5,guangzhou,guangdong,CN,36,3/31/2014,64,93346,40954,43036,139827,3/25/2014,7,11.01587302,67,2,0.744006522,102891,3
35677,8/8/2007,8/8/2007,Male,6,yanji,jilin,CN,51,3/31/2014,47,95797,47345,37692,71121,3/13/2014,19,15.32608696,111,2,1.461826465,98729,3
55032,11/8/2006,2/22/2007,Male,6,shenzhenshi,guangdong,CN,66,3/31/2014,46,100500,43725,47450,71012,3/31/2014,1,16.17777778,78,7,1.462023883,108871,9
8631,5/29/2007,6/5/2007,Male,6,.,beijing,CN,37,3/31/2014,115,99568,36691,54489,115562,3/25/2014,7,6.192982456,33,2,0.8967864,111679,5
44368,10/2/2010,10/19/2010,Male,5,wulumuqi,xinjiang,CN,51,3/31/2014,28,95644,18150,68339,72232,3/19/2014,13,26.2962963,201,0,1.434513512,108013,5
13156,6/25/2010,3/8/2011,Male,5,Sittard,LIMBURG,NL,45,3/31/2014,12,123570,59690,5850,100421,4/16/2013,351,34.45454545,141,4,1.029644795,128179,9
17660,7/23/2006,7/23/2006,Male,5,beijing,shanghai,CN,54,3/31/2014,65,93737,64866,9477,93221,3/24/2014,8,11.203125,127,3,1.107523948,101636,10
13485,12/12/2009,1/2/2010,Male,6,beijing,beijing,CN,46,3/31/2014,24,99183,32740,27950,183418,1/26/2014,66,28.2173913,198,0,0.562442563,118071,1
12275,8/8/2008,5/16/2009,Male,5,changji,xinjiang,CN,38,3/31/2014,50,87482,22503,61558,135574,3/28/2014,4,14.08163265,90,0,0.760115583,95632,2
19306,4/25/2007,6/8/2007,Male,6,guangzhoushi,guangdongsheng,CN,37,3/31/2014,98,91408,40583,50646,141053,3/27/2014,5,7.422680412,29,2,0.728867305,108302,15
29309,9/4/2005,10/31/2005,Male,5,shenzhen,guangdong,CN,62,3/31/2014,46,95650,20760,66177,73338,3/31/2014,1,15.62222222,108,5,1.398998609,106539,9
13084,6/17/2009,12/6/2012,Male,4,guangzhou,guangdong,CN,43,3/31/2014,61,94381,31319,55919,114031,3/15/2014,17,7.75,80,2,0.899280547,110505,4
24151,11/10/2011,11/10/2011,Male,4,.,beijing,CN,41,3/31/2014,28,101629,50685,45803,82659,1/8/2014,84,22.55555556,97,0,1.238878525,109303,2
33114,1/16/2012,1/16/2012,Male,5,NISKAYUNA,NW,US,57,3/31/2014,28,93334,39630,41970,73852,1/24/2014,68,24.33333333,87,6,1.386176542,95409,6
1816,10/12/2012,12/27/2012,Male,4,pasadena,California,US,61,3/31/2014,17,119314,19284,47976,104641,3/17/2014,15,27.875,153,2,0.978310605,130467,3
45720,5/18/2006,6/12/2006,Male,6,shenzhen,guangdong,CN,57,3/31/2014,51,96188,28324,44076,72274,3/31/2014,1,14.36,63,0,1.416135816,103673,4
21127,2/24/2008,4/25/2008,Male,6,guangzhoushi,guangdong,CN,46,3/31/2014,85,89221,48193,46259,104969,3/16/2014,16,8.5,53,0,0.974864579,117399,13
27683,1/25/2006,1/25/2006,Male,6,guangzhou,,CN,39,3/31/2014,128,83123,33043,62528,147767,3/30/2014,2,5.692913386,28,0,0.69244581,105816,5
5902,9/8/2012,9/8/2012,Female,4,nanning,guangxi,CA,48,3/31/2014,23,74222,12331,26042,157186,3/18/2014,14,25.31818182,108,0,0.650619648,78330,0
3012,2/14/2008,3/4/2011,Male,5,langfang,hebeisheng,CN,47,3/31/2014,78,100758,46383,37467,121231,3/30/2014,2,9.38961039,35,4,0.84343724,105849,5
30596,1/5/2009,1/5/2009,Male,5,guangzhou,guangdong,CN,35,3/31/2014,67,85419,38025,44616,135439,3/31/2014,1,11,70,8,0.754458243,105531,39
29277,8/11/2005,3/12/2007,Male,6,guangzhou,guangdong,CN,52,3/31/2014,96,82200,40235,55499,131739,3/31/2014,1,7.568421053,40,2,0.775295546,101689,24
13108,4/3/2011,4/4/2011,Male,5,fanyu,guangdong,CN,46,3/31/2014,118,88107,49601,43595,143796,3/12/2014,20,6.025641026,38,1,0.710068848,102158,4
61975,7/15/2012,7/17/2012,Male,4,shenyang,liaoning,CN,34,3/31/2014,86,87404,32724,50951,128754,2/13/2014,48,6.776470588,29,4,0.792415925,99179,6
14993,2/15/2012,2/15/2012,Male,5,hangzhou,zhejiang,CN,38,3/31/2014,36,109666,40288,36262,124032,3/27/2014,5,20.2,39,0,0.82250645,118753,3
57696,7/1/2009,7/1/2009,Female,5,guangzhou,guangdong,CN,48,3/31/2014,10,119401,38895,14400,99312,1/9/2014,83,64.66666667,298,9,1.025894957,122889,10
54913,9/18/2006,3/4/2007,Male,6,shenzhen,guangdong,CN,38,3/31/2014,34,91914,29850,57790,70486,3/31/2014,1,22.12121212,98,0,1.443316261,97520,2
8870,7/21/2006,11/30/2006,Male,5,hamishi,xinjiang,CN,45,3/31/2014,23,91469,27033,50407,74910,3/30/2014,2,32.13636364,88,0,1.357742091,92357,1
37041,2/1/2007,10/23/2007,Male,5,guangzhoushi,guangdong,CN,36,3/31/2014,76,92928,36172,50322,138952,3/27/2014,5,9.506666667,101,3,0.731532688,102498,7
57507,12/26/2009,1/4/2010,Male,6,guangzhou,guangdong,CN,42,3/31/2014,45,74123,6302,59340,145724,3/13/2014,19,10.68181818,60,0,0.696498655,83520,0
56362,8/15/2005,10/10/2005,Male,6,guangzhou,guangdong,CN,46,3/31/2014,111,81557,44278,53994,145458,3/14/2014,18,6.445454545,43,4,0.697522309,125285,57
48257,4/14/2006,4/14/2006,Male,6,guangzhou,guangdong,CN,51,3/31/2014,47,100941,45533,44024,82382,3/7/2014,25,15.08695652,59,3,1.230913428,108067,6
48173,1/30/2006,1/30/2006,Male,6,dalian,liaoning,CN,50,3/31/2014,84,96406,45822,45034,75766,3/31/2014,1,8.734939759,47,6,1.337146213,117216,10
29181,3/27/2005,3/27/2005,Male,6,zhengzhou,henan,CN,42,3/31/2014,134,97927,47816,49952,116627,3/31/2014,1,5.473684211,34,6,0.867424696,118238,19
26942,3/27/2006,6/1/2006,Male,5,wulumuqishi,xinjiang,CN,34,3/31/2014,46,80692,32482,32065,130782,3/29/2014,3,15.82222222,91,1,0.771173327,84156,1
10967,11/1/2004,12/14/2004,Male,5,guangzhoushi,guangdongsheng,CN,48,3/31/2014,96,82099,43721,50612,135009,3/26/2014,6,7.536842105,40,2,0.746628299,106832,32
40676,1/3/2011,1/3/2011,Female,5,zhongqing,zhongqing,CN,42,3/31/2014,16,97667,57864,11330,107690,12/29/2013,94,41.8,169,3,0.936013465,100193,6
29224,6/22/2005,7/22/2006,Male,6,Hong Kong,Hong Kong,HK,53,3/31/2014,83,88967,38488,44776,133367,3/21/2014,11,8.768292683,60,9,0.755460796,109371,20
38275,9/3/2005,9/3/2005,Male,6,guangzhou,guangdong,CN,48,3/31/2014,93,93241,62419,34893,109943,3/29/2014,3,7.793478261,27,2,0.91579564,104952,7
59483,7/1/2011,7/1/2011,Male,4,LOS ANGELES,CA,US,47,3/31/2014,13,74436,11050,22500,159016,3/26/2014,6,42.33333333,96,0,0.632307692,83156,0
1843,10/13/2012,10/26/2012,Male,5,guangzhou,guangdong,CN,63,3/31/2014,36,104858,43700,65431,113253,3/30/2014,2,14.88571429,60,4,0.886428351,121007,9
18817,4/28/2006,6/7/2006,Male,5,guangzhou,guangdong,CN,42,3/31/2014,73,85933,48667,34173,123568,3/21/2014,11,10,59,5,0.810458452,137760,77
6031,1/14/2012,3/8/2012,Male,6,lushan,henan,CN,58,3/31/2014,98,97503,30393,68390,76759,3/31/2014,1,7.010309278,48,0,1.303309449,115510,3
18830,5/5/2006,5/5/2006,Male,6,guangzhou,guangdong,CN,45,3/31/2014,116,85578,49489,47863,140571,3/29/2014,3,6.330434783,37,6,0.710483528,102908,15
38123,4/26/2005,5/29/2005,Male,6,,,CN,59,3/31/2014,61,96888,69372,51785,81113,3/15/2014,17,11.66666667,45,0,1.230116011,105272,4
57758,7/19/2010,7/22/2010,Male,6,zhengzhou,henan,CN,55,3/31/2014,85,94883,47213,50416,70965,3/19/2014,13,8.369047619,45,2,1.401901923,113020,11
2427,5/16/2007,5/16/2007,Male,5,shenzhen,guangdong,CN,60,3/31/2014,48,91673,11065,56480,68459,3/22/2014,10,14.61702128,68,0,1.453157218,100927,5
1231,10/17/2007,10/31/2007,Male,6,guangzhou,guangdong,CN,46,3/31/2014,104,79558,41424,42061,137698,3/26/2014,6,6.873786408,67,4,0.721752894,105830,24
45721,5/19/2006,6/11/2006,Male,6,guangzhou,guangdong,CN,50,3/31/2014,57,92692,42496,49377,84129,3/20/2014,12,12.75,57,0,1.179321043,97939,0
18013,4/13/2006,6/6/2006,Female,6,wulumuqi,xinjiang,CN,52,3/31/2014,43,85695,20604,57612,130985,3/23/2014,9,16.85714286,100,0,0.757415506,95764,3
53417,2/25/2011,2/25/2011,Male,6,guangzhou,guangdong,CN,44,3/31/2014,101,98015,64593,30441,117880,3/20/2014,12,7.19,78,0,0.841051069,126073,23
56776,10/30/2007,10/30/2007,Female,5,guangzhou,guangdong,CN,48,3/31/2014,69,81919,38429,41072,141164,3/30/2014,2,10.55882353,96,3,0.702125684,88172,6
47838,10/31/2007,10/10/2010,Male,6,fushun,liaoning,CN,51,3/31/2014,71,92714,55597,36784,70069,3/27/2014,5,10.3,62,0,1.413737887,98417,3
28345,1/6/2009,1/7/2009,Male,6,guilin,guangxi,CN,41,3/31/2014,124,109142,52690,48227,118049,3/27/2014,5,5.902439024,23,7,0.837548052,168338,18
8576,11/16/2007,11/16/2007,Male,6,shenyang,liaoning,CN,39,3/31/2014,86,90119,14588,56017,89195,3/14/2014,18,7.847058824,53,0,1.10819519,107630,4
2561,6/22/2007,6/29/2007,Male,6,guangzhou,guangdong,CN,41,3/31/2014,82,90830,41732,48504,120536,3/20/2014,12,8.802469136,54,4,0.818666539,145838,43
50183,3/7/2011,3/10/2011,Male,6,guangzhoushi,guangdong,CN,43,3/31/2014,122,78178,45210,51888,137879,3/31/2014,1,5.900826446,33,5,0.714470804,162307,83
3003,6/2/2012,6/2/2012,Male,4,VIC,AU,AU,43,3/31/2014,18,67839,25000,27100,136876,3/12/2014,20,38.17647059,89,0,0.718332944,72359,0
56144,2/8/2005,4/26/2005,Male,6,guangzhou,guangdong,CN,45,3/31/2014,39,96302,61892,24225,70792,3/10/2014,22,15.73684211,151,0,1.387449853,102422,5
22702,7/1/2010,7/1/2010,Male,6,shenyang,liaoning,CN,46,3/31/2014,83,91797,44818,41198,112709,3/28/2014,4,8.329268293,71,0,0.870657357,132854,11
44761,6/6/2007,6/6/2007,Female,6,shenyangshi,liaoning,CN,50,3/31/2014,81,91920,31897,54032,99888,3/31/2014,1,9.0375,54,10,0.982403492,111475,13
3210,9/23/2008,9/23/2008,Male,5,guangzhoushi,guangdong,CN,35,3/31/2014,66,96662,47485,38751,111545,2/27/2014,34,10.56923077,53,2,0.8786453,115313,35
2110,3/16/2005,9/22/2007,Male,5,beijing,beijing,CN,41,3/31/2014,46,93889,64995,25788,71622,2/20/2014,41,14.88888889,90,0,1.365195471,96427,4
20760,8/31/2007,8/31/2007,Male,6,guangzhou,guangdong,CN,44,3/31/2014,75,84774,44483,40639,131146,3/29/2014,3,9.810810811,58,9,0.745084105,93358,13
29081,1/28/2005,3/18/2005,Male,5,guangzhou,guangdong,CN,47,3/31/2014,69,84903,66407,20907,126180,1/13/2014,79,9.529411765,78,2,0.774192107,99429,17
49340,9/3/2009,9/3/2009,Male,6,guangzhou,guangdong,CN,62,3/31/2014,45,90474,37275,48113,68136,3/22/2014,10,16.13636364,77,0,1.432941764,102753,4
55325,7/3/2007,7/9/2007,Male,6,.,beijing,CN,69,3/31/2014,36,94452,44208,40716,66829,3/28/2014,4,20.28571429,123,2,1.460493648,127594,10
11000,12/2/2004,12/2/2004,Male,5,guangzhou,guangdong,CN,37,3/31/2014,106,85900,40519,51431,130691,3/31/2014,1,6.523809524,61,4,0.746489276,108476,14
40664,6/14/2010,6/14/2010,Male,5,shanghai,shanghai,CN,61,3/31/2014,64,82657,3840,15403,66612,3/13/2014,19,11.23809524,57,3,1.464381643,92831,12
32414,9/1/2011,9/1/2011,Male,5,Shimonikawa-gun,Toyama-ken,JP,58,3/31/2014,61,48301,61888,63100,132797,3/26/2014,6,12.01666667,47,0,0.734098361,52481,0
55873,8/26/2012,9/23/2012,Female,5,guangzhou,guangdong,CN,40,3/31/2014,67,86881,25108,54008,123556,3/31/2014,1,8.409090909,45,0,0.788739195,104692,11
8851,4/19/2006,5/30/2006,Male,5,wulumuqishi,xinjiang,CN,52,3/31/2014,52,82076,41758,38127,125190,3/2/2014,30,13.23529412,72,10,0.778333174,93650,16
23223,3/21/2011,3/23/2011,Male,4,qingtianxian,zhejiang,CN,53,3/31/2014,21,68699,18656,26296,138363,3/19/2014,13,32.25,105,0,0.704172358,71545,0
14870,9/18/2011,10/8/2011,Male,6,shanghaishi,shanghai,CN,45,3/31/2014,100,81595,4050,17317,116315,3/23/2014,9,7.232323232,23,0,0.8364076,100182,8
26803,3/21/2008,3/21/2008,Male,6,shenyang,liaoning,CN,52,3/31/2014,119,93277,47749,49613,100147,3/31/2014,1,6.093220339,38,9,0.971327249,141476,43
29103,2/26/2005,4/15/2005,Male,6,wuhan,hubei,CN,55,3/31/2014,79,89867,47495,46583,74503,3/12/2014,20,8.807692308,36,15,1.305487564,108226,27
13204,8/27/2009,8/27/2009,Male,6,guangzhou,guangdong,CN,32,3/31/2014,101,87858,45096,50719,118160,3/28/2014,4,7.03,48,14,0.822947613,105795,21
53801,9/9/2005,9/9/2005,Male,6,beijing,beijing,CN,46,3/31/2014,116,79180,34456,40205,129478,3/27/2014,5,6.295652174,25,4,0.750052132,104283,9
17530,4/9/2011,7/26/2011,Male,5,huhehaote,neimenggu,CN,46,3/31/2014,42,74490,55704,23351,74368,1/7/2014,85,15.65853659,112,3,1.303695272,82194,8
11110,4/9/2005,4/26/2005,Male,6,guangzhou,guangdong,CN,41,3/31/2014,82,84412,51975,36832,126149,3/29/2014,3,8.987654321,69,5,0.767930622,91963,9
2352,10/7/2005,10/23/2005,Male,6,guangzhou,guangdong,CN,39,3/31/2014,96,84438,46039,43192,134194,3/21/2014,11,7.557894737,40,2,0.72174598,188675,86
21650,8/28/2008,10/7/2008,Male,6,guangzhou,guangdong,CN,57,3/31/2014,79,87591,23729,64511,124218,3/21/2014,11,8.91025641,66,0,0.779597965,100986,20
8497,3/17/2006,3/17/2006,Male,6,dalian,liaoning,CN,40,3/31/2014,133,74038,30769,41719,143216,3/28/2014,4,5.378787879,35,14,0.675632052,111094,92
13067,2/22/2009,4/7/2012,Male,5,.,beijing,CN,47,3/31/2014,73,86082,45322,38605,134897,3/17/2014,15,9.861111111,40,4,0.717086814,92531,7
44923,3/28/2006,10/23/2007,Male,4,wulumuqishi,xinjiang,CN,41,3/31/2014,58,82745,35194,38096,122349,3/31/2014,1,12.61403509,89,2,0.790434004,95493,6
48328,9/23/2008,9/23/2008,Male,5,EL MONTE,CALIFORNIA,US,50,3/31/2014,19,77672,24160,16084,130168,11/18/2013,135,26.61111111,279,2,0.742307172,92321,3
6905,1/20/2013,1/20/2013,Male,6,haerbin,heilongjiangsheng,CN,47,3/31/2014,62,98214,3024,74266,76356,3/31/2014,1,7.147540984,29,1,1.265360941,112509,2
20962,11/17/2007,11/17/2007,Male,5,xifeng,guizhou,CN,37,3/31/2014,46,85820,45100,42978,67761,3/27/2014,5,15.95555556,90,6,1.425841856,88770,8
35328,6/2/2011,6/2/2011,Male,6,.,beijing,CN,52,3/31/2014,38,74959,43810,35025,66550,3/16/2014,16,19.18918919,81,2,1.450518407,79591,3
35276,7/21/2010,7/22/2010,Male,5,kuerle,xinjiang,CN,40,3/31/2014,65,87642,36873,33897,112320,3/9/2014,23,10.578125,73,0,0.858959758,103579,7
15247,12/7/2012,2/23/2013,Male,6,beijing,beijing,CN,40,3/31/2014,15,100289,1050,108628,99645,3/19/2014,13,27.85714286,88,0,0.968166892,132586,3
26447,5/27/2010,7/3/2010,Male,5,yining,xinjiang,CN,41,3/31/2014,93,83860,33784,28495,127824,3/30/2014,2,7.891304348,53,6,0.754275019,98390,17
39736,10/20/2008,10/20/2008,Male,4,CA,,US,55,3/31/2014,13,55824,14913,17000,147883,3/26/2014,6,59.16666667,120,1,0.651163082,55824,1
47894,12/3/2007,12/3/2007,Female,5,beijing,beijing,CN,40,3/31/2014,60,88543,24710,59078,118514,3/28/2014,4,12.30508475,112,3,0.811934708,101482,6
4868,9/25/2010,9/25/2010,Female,5,changsha,hunan,CN,53,3/31/2014,93,91748,35033,47341,117159,3/30/2014,2,7.72826087,33,1,0.82114127,104959,4
44090,11/25/2011,11/25/2011,Male,6,zhongshan,guangdong,CN,54,3/31/2014,83,85982,27475,56033,134851,3/17/2014,15,8.56097561,52,3,0.712543548,110860,23
24598,6/23/2012,7/14/2012,Male,4,guangzhou,guangdongsheng,CN,49,3/31/2014,44,89846,42529,43823,108388,3/16/2014,16,14.20930233,47,0,0.886273019,102118,22
29324,9/8/2005,9/8/2005,Male,5,guangzhou,guangdong,CN,38,3/31/2014,62,91375,27429,57526,112125,3/24/2014,8,11.81967213,62,6,0.855358305,104673,12
25763,11/10/2010,11/14/2010,Male,6,zhengzhou,henan,CN,46,3/31/2014,89,91953,32263,60544,78410,3/30/2014,2,8.227272727,87,5,1.221743017,109160,10
56156,2/28/2005,3/19/2005,Male,5,shanghaishi,shanghai,CN,37,3/31/2014,78,85820,44716,39675,121245,3/30/2014,2,9.311688312,54,5,0.789605839,103081,20
28175,4/17/2007,12/3/2007,Male,6,shenzhen,guangdong,CN,47,3/31/2014,39,90119,25395,57010,70142,3/6/2014,26,17.73684211,158,5,1.3639718,98748,8
13295,9/13/2009,11/21/2009,Male,6,wuhanshi,hubeisheng,CN,40,3/31/2014,101,95675,31698,41210,102834,3/18/2014,14,7.16,30,8,0.929938153,126539,23
4175,1/2/2010,2/11/2010,Male,5,shenzhen,guangdong,CN,49,3/31/2014,44,87045,35410,31091,65769,3/15/2014,17,16.60465116,76,0,1.452790676,97082,5
17306,8/26/2009,4/29/2010,Male,5,haerbin,heilongjiang,CN,70,3/31/2014,31,96739,26510,46323,69453,2014/2/29  0:00:00,32,22.76666667,75,6,1.375394871,101413,7
22092,7/15/2009,7/31/2009,Male,6,shenzhen,guangdong,CN,60,3/31/2014,75,81868,45356,41755,122158,3/25/2014,7,9.472972973,67,3,0.781846052,91473,12
19379,6/12/2007,7/17/2007,Male,6,shenzhen,guangdong,CN,46,3/31/2014,93,90295,30886,61426,106705,3/14/2014,18,7.47826087,27,3,0.894763601,103575,8
25883,4/1/2010,4/1/2010,Male,5,wulumuqi,xinjiang,CN,58,3/31/2014,54,86552,36915,36236,71496,3/12/2014,20,13.09433962,145,10,1.33526505,92332,15
53513,9/20/2005,10/10/2005,Male,6,shenyang,liaoning,CN,50,3/31/2014,73,87601,74927,13715,76834,3/14/2014,18,9.902777778,96,15,1.242032954,92085,21
56202,4/6/2005,4/11/2005,Male,6,changsha,hunan,CN,47,3/31/2014,70,90130,37523,41975,98334,3/30/2014,2,10.47826087,41,2,0.969874916,95256,3
8925,3/13/2008,7/14/2008,Male,6,shamen,fujian,CN,46,3/31/2014,36,80527,22754,41870,102876,3/18/2014,14,19.71428571,103,0,0.926531747,83035,1
56861,1/10/2008,4/18/2008,Male,6,shenzhen,guangdong,CN,54,3/31/2014,45,85314,24251,46306,67936,3/27/2014,5,15.95454545,92,4,1.401278409,95681,10
3501,10/16/2008,11/28/2008,Male,6,guangzhou,guangdong,CN,40,3/31/2014,97,88355,49273,52519,66431,3/18/2014,14,7.458333333,35,3,1.432786199,98012,7
7660,10/20/2009,10/20/2009,Male,4,shenzhen,guangdongsheng,CN,54,3/31/2014,107,76073,33048,50290,132823,3/22/2014,10,6.70754717,45,5,0.715139321,95974,17
26796,3/3/2008,3/3/2008,Male,5,changchun,jilin,CN,57,3/31/2014,123,88739,24010,62927,111589,3/24/2014,8,5.729508197,30,3,0.850722921,116742,8
59631,8/6/2011,8/20/2011,Male,5,daqing,heilongjiang,CN,45,3/31/2014,38,93487,27591,39522,67361,3/3/2014,29,18.81081081,153,1,1.408719882,97064,2
55240,4/19/2007,8/8/2007,Male,6,shanghai,shanghai,CN,42,3/31/2014,98,83896,25931,29747,129338,3/19/2014,13,7.350515464,58,4,0.733567861,98661,10
47657,8/7/2007,9/19/2007,Male,5,wuhan,hubei,CN,53,3/31/2014,33,92162,37095,40115,65345,3/25/2014,7,17.4375,116,0,1.451830132,99217,3
12656,11/8/2008,11/9/2008,Female,5,guangzhou,guangdong,CN,33,3/31/2014,39,88144,47110,37166,68043,3/26/2014,6,18.97368421,120,0,1.393603751,92074,2
34530,9/20/2010,3/17/2011,Male,6,changchun,jilin,CN,44,3/31/2014,72,89685,25797,65138,73670,3/24/2014,8,8.690140845,30,0,1.286411022,102737,3
49855,10/14/2010,10/14/2010,Female,6,guangzhou,guangdong,CN,44,3/31/2014,83,83278,44591,38326,126476,3/26/2014,6,8.682926829,75,5,0.749031121,103944,12
